point_id,manager,visit_day,cluster_id,order_in_route,visits_per_month,cluster_diameter_km,cluster_time_hours
ID463,2,15,day15_m2_c9,2,2,4.4,0.15
ID462,2,15,day15_m2_c9,3,2,4.4,0.15
ID461,2,15,day15_m2_c9,4,2,4.4,0.15
ID620,2,15,day15_m2_c9,5,1,4.4,0.15
ID488,2,15,day15_m2_c9,6,2,4.4,0.15
ID619,2,15,day15_m2_c9,7,2,4.4,0.15
ID566,2,15,day15_m2_c9,8,2,4.4,0.15
ID482,2,15,day15_m2_c9,9,2,4.4,0.15
ID565,2,15,day15_m2_c9,10,2,4.4,0.15
ID483,2,15,day15_m2_c9,11,1,4.4,0.15
ID484,2,15,day15_m2_c9,12,2,4.4,0.15
ID98,0,16,day16_m0_c14,1,2,5.1,0.17
ID100,0,16,day16_m0_c14,2,2,5.1,0.17
ID99,0,16,day16_m0_c14,3,2,5.1,0.17
ID122,0,16,day16_m0_c14,4,1,5.1,0.17
ID237,0,16,day16_m0_c14,5,2,5.1,0.17
ID153,0,16,day16_m0_c14,6,2,5.1,0.17
ID123,0,16,day16_m0_c14,7,2,5.1,0.17
ID154,0,16,day16_m0_c14,8,2,5.1,0.17
ID155,0,16,day16_m0_c14,9,1,5.1,0.17
ID152,0,16,day16_m0_c14,10,2,5.1,0.17
ID151,0,16,day16_m0_c14,11,2,5.1,0.17
ID235,0,16,day16_m0_c14,12,2,5.1,0.17
ID269,1,16,day16_m1_c19,1,2,3.8,0.13
ID270,1,16,day16_m1_c19,2,2,3.8,0.13
ID397,1,16,day16_m1_c19,3,2,3.8,0.13
ID347,1,16,day16_m1_c19,4,2,3.8,0.13
ID297,1,16,day16_m1_c19,5,2,3.8,0.13
ID348,1,16,day16_m1_c19,6,2,3.8,0.13
ID295,1,16,day16_m1_c19,7,1,3.8,0.13
ID296,1,16,day16_m1_c19,8,2,3.8,0.13
ID346,1,16,day16_m1_c19,9,2,3.8,0.13
ID408,1,16,day16_m1_c19,10,1,3.8,0.13
ID322,1,16,day16_m1_c19,11,1,3.8,0.13
ID323,1,16,day16_m1_c19,12,1,3.8,0.13
ID445,2,16,day16_m2_c19,1,2,3.8,0.13
ID570,2,16,day16_m2_c19,2,2,3.8,0.13
ID532,2,16,day16_m2_c19,3,2,3.8,0.13
ID531,2,16,day16_m2_c19,4,2,3.8,0.13
ID589,2,16,day16_m2_c19,5,2,3.8,0.13
ID588,2,16,day16_m2_c19,6,1,3.8,0.13
ID586,2,16,day16_m2_c19,7,2,3.8,0.13
ID587,2,16,day16_m2_c19,8,2,3.8,0.13
ID556,2,16,day16_m2_c19,9,2,3.8,0.13
ID569,2,16,day16_m2_c19,10,2,3.8,0.13
ID523,2,16,day16_m2_c19,11,2,3.8,0.13
ID567,2,16,day16_m2_c19,12,1,3.8,0.13
ID53,0,17,day17_m0_c0,1,2,4.0,0.13
ID54,0,17,day17_m0_c0,2,2,4.0,0.13
ID55,0,17,day17_m0_c0,3,2,4.0,0.13
ID56,0,17,day17_m0_c0,4,2,4.0,0.13
ID57,0,17,day17_m0_c0,5,2,4.0,0.13
ID58,0,17,day17_m0_c0,6,2,4.0,0.13
ID73,0,17,day17_m0_c0,7,2,4.0,0.13
ID169,0,17,day17_m0_c0,8,2,4.0,0.13
ID239,0,17,day17_m0_c0,9,2,4.0,0.13
ID63,0,17,day17_m0_c0,10,2,4.0,0.13
ID74,0,17,day17_m0_c0,11,2,4.0,0.13
ID213,0,17,day17_m0_c0,12,2,4.0,0.13
ID283,1,17,day17_m1_c9,1,2,3.6,0.12
ID336,1,17,day17_m1_c9,2,2,3.6,0.12
ID351,1,17,day17_m1_c9,3,2,3.6,0.12
ID350,1,17,day17_m1_c9,4,2,3.6,0.12
ID337,1,17,day17_m1_c9,5,2,3.6,0.12
ID338,1,17,day17_m1_c9,6,2,3.6,0.12
ID349,1,17,day17_m1_c9,7,2,3.6,0.12
ID303,1,17,day17_m1_c9,8,2,3.6,0.12
ID304,1,17,day17_m1_c9,9,2,3.6,0.12
ID298,1,17,day17_m1_c9,10,2,3.6,0.12
ID290,1,17,day17_m1_c9,11,2,3.6,0.12
ID285,1,17,day17_m1_c9,12,1,3.6,0.12
ID446,2,17,day17_m2_c17,1,2,3.5,0.12
ID475,2,17,day17_m2_c17,2,2,3.5,0.12
ID561,2,17,day17_m2_c17,3,2,3.5,0.12
ID563,2,17,day17_m2_c17,4,2,3.5,0.12
ID478,2,17,day17_m2_c17,5,1,3.5,0.12
ID480,2,17,day17_m2_c17,6,2,3.5,0.12
ID562,2,17,day17_m2_c17,7,2,3.5,0.12
ID479,2,17,day17_m2_c17,8,2,3.5,0.12
ID559,2,17,day17_m2_c17,9,2,3.5,0.12
ID477,2,17,day17_m2_c17,10,2,3.5,0.12
ID560,2,17,day17_m2_c17,11,2,3.5,0.12
ID476,2,17,day17_m2_c17,12,2,3.5,0.12
ID247,0,18,day18_m0_c33,1,2,3.2,0.11
ID248,0,18,day18_m0_c33,2,2,3.2,0.11
ID249,0,18,day18_m0_c33,3,2,3.2,0.11
ID250,0,18,day18_m0_c33,4,2,3.2,0.11
ID251,0,18,day18_m0_c33,5,2,3.2,0.11
ID255,0,18,day18_m0_c33,6,2,3.2,0.11
ID256,0,18,day18_m0_c33,7,2,3.2,0.11
ID258,0,18,day18_m0_c33,8,2,3.2,0.11
ID257,0,18,day18_m0_c33,9,2,3.2,0.11
ID282,1,18,day18_m1_c17,1,2,3.0,0.1
ID393,1,18,day18_m1_c17,2,1,3.0,0.1
ID344,1,18,day18_m1_c17,3,2,3.0,0.1
ID345,1,18,day18_m1_c17,4,2,3.0,0.1
ID396,1,18,day18_m1_c17,5,2,3.0,0.1
ID326,1,18,day18_m1_c17,6,2,3.0,0.1
ID400,1,18,day18_m1_c17,7,2,3.0,0.1
ID401,1,18,day18_m1_c17,8,2,3.0,0.1
ID324,1,18,day18_m1_c17,9,2,3.0,0.1
ID325,1,18,day18_m1_c17,10,2,3.0,0.1
ID402,1,18,day18_m1_c17,11,2,3.0,0.1
ID395,1,18,day18_m1_c17,12,2,3.0,0.1
ID433,2,18,day18_m2_c16,1,2,3.3,0.11
ID497,2,18,day18_m2_c16,2,2,3.3,0.11
ID590,2,18,day18_m2_c16,3,2,3.3,0.11
ID591,2,18,day18_m2_c16,4,2,3.3,0.11
ID584,2,18,day18_m2_c16,5,2,3.3,0.11
ID437,2,18,day18_m2_c16,6,2,3.3,0.11
ID585,2,18,day18_m2_c16,7,1,3.3,0.11
ID434,2,18,day18_m2_c16,8,2,3.3,0.11
ID522,2,18,day18_m2_c16,9,1,3.3,0.11
ID580,2,18,day18_m2_c16,10,2,3.3,0.11
ID521,2,18,day18_m2_c16,11,2,3.3,0.11
ID581,2,18,day18_m2_c16,12,1,3.3,0.11
ID49,0,19,day19_m0_c19,1,2,3.1,0.1
ID56,0,19,day19_m0_c19,2,2,3.1,0.1
ID175,0,19,day19_m0_c19,3,2,3.1,0.1
ID57,0,19,day19_m0_c19,4,2,3.1,0.1
ID58,0,19,day19_m0_c19,5,2,3.1,0.1
ID174,0,19,day19_m0_c19,6,2,3.1,0.1
ID245,0,19,day19_m0_c19,7,2,3.1,0.1
ID71,0,19,day19_m0_c19,8,2,3.1,0.1
ID72,0,19,day19_m0_c19,9,2,3.1,0.1
ID246,0,19,day19_m0_c19,10,2,3.1,0.1
ID55,0,19,day19_m0_c19,11,2,3.1,0.1
ID168,0,19,day19_m0_c19,12,2,3.1,0.1
ID265,1,19,day19_m1_c15,1,2,2.8,0.09
ID387,1,19,day19_m1_c15,2,1,2.8,0.09
ID386,1,19,day19_m1_c15,3,1,2.8,0.09
ID283,1,19,day19_m1_c15,4,2,2.8,0.09
ID385,1,19,day19_m1_c15,5,2,2.8,0.09
ID335,1,19,day19_m1_c15,6,1,2.8,0.09
ID334,1,19,day19_m1_c15,7,2,2.8,0.09
ID421,1,19,day19_m1_c15,8,1,2.8,0.09
ID284,1,19,day19_m1_c15,9,1,2.8,0.09
ID432,1,19,day19_m1_c15,10,2,2.8,0.09
ID272,1,19,day19_m1_c15,11,1,2.8,0.09
ID431,1,19,day19_m1_c15,12,1,2.8,0.09
ID440,2,19,day19_m2_c0,1,2,2.9,0.1
ID441,2,19,day19_m2_c0,2,2,2.9,0.1
ID460,2,19,day19_m2_c0,3,2,2.9,0.1
ID538,2,19,day19_m2_c0,4,2,2.9,0.1
ID461,2,19,day19_m2_c0,5,2,2.9,0.1
ID459,2,19,day19_m2_c0,6,2,2.9,0.1
ID537,2,19,day19_m2_c0,7,2,2.9,0.1
ID617,2,19,day19_m2_c0,8,2,2.9,0.1
ID486,2,19,day19_m2_c0,9,2,2.9,0.1
ID442,2,19,day19_m2_c0,10,2,2.9,0.1
ID443,2,19,day19_m2_c0,11,2,2.9,0.1
ID444,2,19,day19_m2_c0,12,2,2.9,0.1
ID49,0,20,day20_m0_c11,1,2,3.0,0.1
ID250,0,20,day20_m0_c11,2,2,3.0,0.1
ID50,0,20,day20_m0_c11,3,2,3.0,0.1
ID253,0,20,day20_m0_c11,4,1,3.0,0.1
ID136,0,20,day20_m0_c11,5,2,3.0,0.1
ID257,0,20,day20_m0_c11,6,2,3.0,0.1
ID135,0,20,day20_m0_c11,7,2,3.0,0.1
ID138,0,20,day20_m0_c11,8,1,3.0,0.1
ID258,0,20,day20_m0_c11,9,2,3.0,0.1
ID137,0,20,day20_m0_c11,10,1,3.0,0.1
ID51,0,20,day20_m0_c11,11,2,3.0,0.1
ID52,0,20,day20_m0_c11,12,2,3.0,0.1
ID430,1,20,day20_m1_c27,1,2,2.7,0.09
ID432,1,20,day20_m1_c27,2,2,2.7,0.09
ID438,2,20,day20_m2_c12,1,2,2.8,0.09
ID439,2,20,day20_m2_c12,2,2,2.8,0.09
ID445,2,20,day20_m2_c12,3,2,2.8,0.09
ID571,2,20,day20_m2_c12,4,2,2.8,0.09
ID530,2,20,day20_m2_c12,5,2,2.8,0.09
ID446,2,20,day20_m2_c12,6,2,2.8,0.09
ID524,2,20,day20_m2_c12,7,2,2.8,0.09
ID574,2,20,day20_m2_c12,8,2,2.8,0.09
ID572,2,20,day20_m2_c12,9,2,2.8,0.09
ID529,2,20,day20_m2_c12,10,2,2.8,0.09
ID573,2,20,day20_m2_c12,11,1,2.8,0.09
ID545,2,20,day20_m2_c12,12,2,2.8,0.09
ID50,0,21,day21_m0_c21,1,2,2.9,0.1
ID251,0,21,day21_m0_c21,2,2,2.9,0.1
ID252,0,21,day21_m0_c21,3,1,2.9,0.1
ID254,0,21,day21_m0_c21,4,1,2.9,0.1
ID255,0,21,day21_m0_c21,5,2,2.9,0.1
ID51,0,21,day21_m0_c21,6,2,2.9,0.1
ID52,0,21,day21_m0_c21,7,2,2.9,0.1
ID256,0,21,day21_m0_c21,8,2,2.9,0.1
ID53,0,21,day21_m0_c21,9,2,2.9,0.1
ID171,0,21,day21_m0_c21,10,2,2.9,0.1
ID249,0,21,day21_m0_c21,11,2,2.9,0.1
ID139,0,21,day21_m0_c21,12,2,2.9,0.1
ID305,1,21,day21_m1_c21,1,2,2.1,0.07
ID306,1,21,day21_m1_c21,2,2,2.1,0.07
ID418,1,21,day21_m1_c21,3,2,2.1,0.07
ID419,1,21,day21_m1_c21,4,2,2.1,0.07
ID420,1,21,day21_m1_c21,5,1,2.1,0.07
ID417,1,21,day21_m1_c21,6,2,2.1,0.07
ID392,1,21,day21_m1_c21,7,1,2.1,0.07
ID307,1,21,day21_m1_c21,8,2,2.1,0.07
ID309,1,21,day21_m1_c21,9,2,2.1,0.07
ID391,1,21,day21_m1_c21,10,2,2.1,0.07
ID318,1,21,day21_m1_c21,11,2,2.1,0.07
ID416,1,21,day21_m1_c21,12,2,2.1,0.07
ID442,2,21,day21_m2_c20,1,2,2.5,0.08
ID443,2,21,day21_m2_c20,2,2,2.5,0.08
ID444,2,21,day21_m2_c20,3,2,2.5,0.08
ID544,2,21,day21_m2_c20,4,2,2.5,0.08
ID457,2,21,day21_m2_c20,5,2,2.5,0.08
ID568,2,21,day21_m2_c20,6,2,2.5,0.08
ID534,2,21,day21_m2_c20,7,2,2.5,0.08
ID471,2,21,day21_m2_c20,8,2,2.5,0.08
ID472,2,21,day21_m2_c20,9,2,2.5,0.08
ID533,2,21,day21_m2_c20,10,2,2.5,0.08
ID542,2,21,day21_m2_c20,11,2,2.5,0.08
ID543,2,21,day21_m2_c20,12,2,2.5,0.08
ID62,0,22,day22_m0_c22,1,2,2.4,0.08
ID238,0,22,day22_m0_c22,2,2,2.4,0.08
ID189,0,22,day22_m0_c22,3,2,2.4,0.08
ID67,0,22,day22_m0_c22,4,2,2.4,0.08
ID177,0,22,day22_m0_c22,5,2,2.4,0.08
ID85,0,22,day22_m0_c22,6,2,2.4,0.08
ID68,0,22,day22_m0_c22,7,1,2.4,0.08
ID69,0,22,day22_m0_c22,8,1,2.4,0.08
ID70,0,22,day22_m0_c22,9,2,2.4,0.08
ID176,0,22,day22_m0_c22,10,2,2.4,0.08
ID244,0,22,day22_m0_c22,11,1,2.4,0.08
ID243,0,22,day22_m0_c22,12,1,2.4,0.08
ID298,1,22,day22_m1_c20,1,2,1.3,0.04
ID311,1,22,day22_m1_c20,2,2,1.3,0.04
ID423,1,22,day22_m1_c20,3,2,1.3,0.04
ID422,1,22,day22_m1_c20,4,2,1.3,0.04
ID360,1,22,day22_m1_c20,5,2,1.3,0.04
ID424,1,22,day22_m1_c20,6,1,1.3,0.04
ID310,1,22,day22_m1_c20,7,2,1.3,0.04
ID425,1,22,day22_m1_c20,8,1,1.3,0.04
ID299,1,22,day22_m1_c20,9,1,1.3,0.04
ID301,1,22,day22_m1_c20,10,1,1.3,0.04
ID300,1,22,day22_m1_c20,11,1,1.3,0.04
ID355,1,22,day22_m1_c20,12,2,1.3,0.04
ID466,2,22,day22_m2_c21,1,2,1.4,0.05
ID615,2,22,day22_m2_c21,2,2,1.4,0.05
ID613,2,22,day22_m2_c21,3,2,1.4,0.05
ID616,2,22,day22_m2_c21,4,2,1.4,0.05
ID469,2,22,day22_m2_c21,5,2,1.4,0.05
ID467,2,22,day22_m2_c21,6,2,1.4,0.05
ID614,2,22,day22_m2_c21,7,2,1.4,0.05
ID535,2,22,day22_m2_c21,8,2,1.4,0.05
ID470,2,22,day22_m2_c21,9,2,1.4,0.05
ID468,2,22,day22_m2_c21,10,2,1.4,0.05
ID485,2,22,day22_m2_c21,11,2,1.4,0.05
ID612,2,22,day22_m2_c21,12,2,1.4,0.05
